"","Pathway total","Hits.total","Hits.sig","Expected","P(Fisher)","P(EASE)","P(Gamma)","Emp.Hits","Empirical","AdjP.Fisher","AdjP.EASE","AdjP.Gamma","Pathway Number","cpd.hits"
"Glyoxylate and dicarboxylate metabolism","31","15","15","23.597","0.013247","0.053167","0.027457","100","1","0.914043","1","1","P1","EC000194;EC000382;EC000383;EC000384;EC000643;EC000644;EC00027;EC000173;EC000174;EC000603;EC000604;EC000605;EC000606;EC00060;EC00061;EC00062;EC00063;EC00019;EC00020;EC000266;EC000188;EC00018;EC00057;EC00058;EC00059;EC000213;EC000214;EC000215"
"Taurine and hypotaurine metabolism","8","6","6","13.019","0.029159","0.14375","0.02853","100","1","1","1","1","P2","EC000446;EC000447;EC000450;EC000451;EC000100;EC000101;EC000102;EC000483;EC000484;EC000485;EC000247;EC000248;EC0001085;EC0001086;EC0001087;EC0001088"
"Amino sugar and nucleotide sugar metabolism","39","38","38","48.009","0.036249","0.076214","0.029022","0","0","1","1","1","P3","EC000155;EC000156;EC000157;EC000348;EC000349;EC00033;EC0001116;EC0001117;EC0001118;EC000272;EC000273;EC000275;EC00085;EC00086;EC00087;EC00088;EC00089;EC00022;EC000192;EC000338;EC000339;EC000340;EC00099;EC00023;EC00024;EC000306;EC000817;EC000818;EC000819;EC000612;EC000613;EC000614;EC000840;EC000841;EC000729;EC000314;EC000315;EC000316;EC000317;EC000280;EC0001385;EC000281;EC000146;EC000147;EC000210;EC000211;EC000869;EC000870;EC000871;EC000148;EC0001398;EC0001399;EC0001400"
"Arginine biosynthesis","14","12","12","22.784","0.063635","0.16417","0.031013","100","1","1","1","1","P4","EC00019;EC00020;EC00053;EC00054;EC000400;EC000401;EC000836;EC000837;EC000838;EC000839;EC00037;EC00039;EC000308;EC000309;EC000195;EC00073;EC00074;EC00057;EC00058;EC00059;EC00021;EC000486;EC000487;EC000488;EC000139;EC000140"
"Glutathione metabolism","19","13","13","22.784","0.063635","0.16417","0.031013","100","1","1","1","1","P5","EC00040;EC00041;EC00042;EC0004;EC000145;EC000515;EC000516;EC000517;EC000518;EC000100;EC000101;EC000102;EC00019;EC00020;EC000701;EC000739;EC000740;EC000741;EC000742;EC00073;EC00074;EC000151;EC000298;EC000533;EC0001289;EC0001290"
"Folate biosynthesis","26","22","22","22.784","0.063635","0.16417","0.031013","0","0","1","1","1","P6","EC000381;EC000269;EC000270;EC000271;EC000562;EC0001096;EC0001094;EC0001095;EC00034;EC000580;EC000581;EC000928;EC000164;EC000165;EC000166;EC0001097;EC0001098;EC0001377;EC0001256;EC0001257;EC000276;EC000277;EC000828;EC0001378;EC0001379;EC0001401"
"Primary bile acid biosynthesis","46","32","32","36.617","0.094153","0.18167","0.033406","0","0","1","1","1","P7","EC000207;EC000863;EC000864;EC000725;EC000726;EC000709;EC000710;EC000711;EC000712;EC000713;EC000976;EC000977;EC000978;EC000979;EC000975;EC000792;EC000793;EC000794;EC000795;EC000247;EC000248;EC000981;EC000694;EC000695;EC000696;EC0001343;EC0001345;EC000525;EC000526;EC000983;EC000916;EC000918;EC000986;EC000987;EC000984;EC000985;EC0001346;EC0001348;EC000743;EC000744"
"Histidine metabolism","16","16","16","41.499","0.096414","0.17779","0.033591","100","1","1","1","1","P8","EC00019;EC00020;EC000866;EC000867;EC000868;EC000540;EC000541;EC000542;EC000543;EC000152;EC000154;EC000366;EC000367;EC000368;EC000941;EC000942;EC000939;EC0001070;EC0001071;EC0001072;EC0001073;EC0001074;EC000372;EC000373;EC000374;EC000650;EC000651;EC000653;EC000626;EC000405;EC000406;EC000407;EC000408;EC000409;EC000573;EC000574;EC000575;EC000199;EC000200;EC0001075;EC0001076;EC0001077;EC0001078;EC00037;EC00039"
"Pyruvate metabolism","20","12","11","14.647","0.10254","0.27699","0.034099","100","1","1","1","1","P9","EC00027;EC00068;EC00069;EC00070;EC000843;EC000206;EC00018;EC000173;EC000174;EC0001116;EC0001117;EC0001118;EC00064;EC000233;EC000234;EC000139;EC000140"
"Lysine degradation","21","14","14","30.921","0.1028","0.2058","0.03412","100","1","1","1","1","P10","EC00035;EC00036;EC000413;EC000414;EC000415;EC000416;EC000417;EC000418;EC000813;EC000814;EC000815;EC000816;EC000599;EC000600;EC000601;EC00064;EC000304;EC000305;EC0001422;EC0001336;EC0001337;EC0001338;EC0001339;EC000835;EC000376;EC000377;EC000378;EC000882;EC000883;EC000664;EC000665;EC000419;EC000421;EC000684"
"Riboflavin metabolism","4","4","4","8.137","0.11035","0.38138","0.034757","0","0","1","1","1","P11","EC000260;EC000261;EC000262;EC000263;EC00049;EC00050;EC00051;EC00052;EC0009;EC000611"
"Cysteine and methionine metabolism","33","30","29","59.4","0.11711","0.18863","0.035338","100","1","1","1","1","P12","EC000662;EC000663;EC0001258;EC000197;EC000647;EC00011;EC000774;EC000775;EC000776;EC000183;EC000184;EC00060;EC00061;EC00062;EC00063;EC00065;EC00067;EC00017;EC0001260;EC000446;EC000447;EC000434;EC000435;EC000436;EC000437;EC000100;EC000101;EC000102;EC000483;EC000484;EC000485;EC0001209;EC0001386;EC0001387;EC0001388;EC000322;EC000323;EC000324;EC000325;EC000113;EC000114;EC000115;EC000116;EC000118;EC000607;EC000608;EC000610;EC000831;EC000765;EC000766;EC0001005;EC000746;EC000747;EC0001004;EC00018;EC0001067;EC0001068;EC0001069;EC0001389;EC0001390;EC000213;EC000214;EC000215"
"Fructose and mannose metabolism","20","19","19","24.411","0.12768","0.26171","0.036268","100","1","1","1","1","P13","EC000549;EC000550;EC000551;EC00023;EC00024;EC000341;EC000342;EC00085;EC00086;EC00087;EC00088;EC00089;EC000817;EC000818;EC000819;EC00099;EC000119;EC000121;EC000122;EC000206;EC000612;EC000613;EC000614;EC000306;EC000888;EC000889;EC000890"
"Citrate cycle (TCA cycle)","16","14","13","17.901","0.16004","0.33926","0.039285","100","1","1","1","1","P14","EC00021;EC00064;EC000964;EC00030;EC00032;EC000962;EC000963;EC000188;EC00027;EC000173;EC000174;EC000382;EC000383;EC000384;EC00018;EC000139;EC000140;EC00068;EC00069;EC00070"
"D-Amino acid metabolism","15","15","15","27.666","0.16858","0.30753","0.040126","100","1","1","1","1","P15","EC00057;EC00058;EC00059;EC00019;EC00020;EC00037;EC00039;EC00060;EC00061;EC00062;EC00063;EC00053;EC00054;EC00073;EC00074;EC000169;EC000170;EC000171;EC000172;EC000397;EC000399;EC000739;EC000740;EC000741;EC000742;EC00027;EC000880;EC000881;EC000859;EC000861"
"Drug metabolism - cytochrome P450","43","30","29","41.499","0.18106","0.29254","0.04139","0","0","1","1","1","P16","EC000929;EC000930;EC0001181;EC0001313;EC0001314;EC0001315;EC0001294;EC0001296;EC0001297;EC0001300;EC0001301;EC0001302;EC0001303;EC0001304;EC0001170;EC0001171;EC0001332;EC0001281;EC0001282;EC0001287;EC0001288;EC0001284;EC0001285;EC0001286;EC0001182;EC0001183;EC0001184;EC0001185;EC0001310;EC0001311;EC0001312;EC0001291;EC0001292;EC0001293;EC0001035;EC0001036;EC0001037;EC0001305;EC0001306;EC000703;EC000704;EC0001309;EC0001330;EC0001333"
"Glycolysis or Gluconeogenesis","23","19","18","21.97","0.1892","0.35621","0.042239","100","1","1","1","1","P17","EC00064;EC00018;EC000206;EC00068;EC00069;EC00070;EC000213;EC000214;EC000215;EC000119;EC000121;EC000122;EC000341;EC000342;EC00085;EC00086;EC00087;EC00088;EC00089;EC00023;EC00024;EC00027;EC000240;EC000241"
"Pentose and glucuronate interconversions","18","18","18","21.97","0.1892","0.35621","0.042239","45","0.45","1","1","1","P18","EC000192;EC00022;EC00085;EC00086;EC00087;EC00088;EC00089;EC000264;EC000265;EC000127;EC000128;EC000129;EC000131;EC000137;EC000138;EC000361;EC000631;EC000632;EC000633;EC000212;EC000771;EC000772;EC000773;EC000548"
"Linoleic acid metabolism","4","4","4","11.392","0.20364","0.45524","0.043791","0","0","1","1","1","P19","EC000718;EC000719;EC000720;EC000721;EC0001234;EC0001235;EC0001236;EC0001237;EC0001238;EC000912;EC000913;EC000914;EC000915"
"Valine, leucine and isoleucine degradation","35","14","14","26.039","0.21253","0.36923","0.044778","100","1","1","1","1","P20","EC000113;EC000114;EC000115;EC000116;EC000118;EC000235;EC000236;EC000237;EC00064;EC000202;EC000203;EC000204;EC000158;EC000159;EC000160;EC000141;EC000142;EC000143;EC000144;EC000322;EC000323;EC000324;EC000325;EC000636;EC000637;EC000638;EC00030;EC00032"
"Propanoate metabolism","19","10","10","16.274","0.21293","0.41953","0.044824","0","0","1","1","1","P21","EC000113;EC000114;EC000115;EC000116;EC000118;EC0001114;EC0001115;EC00030;EC00032;EC00028;EC00029;EC00018;EC000636;EC000637;EC000638;EC00064;EC0001392;EC000206"
"Steroid biosynthesis","40","33","33","21.156","0.21445","0.392","0.044995","0","0","1","1","1","P22","EC000654;EC000936;EC000709;EC000710;EC000711;EC000712;EC000713;EC000207;EC000931;EC000933;EC000934;EC000935;EC000628;EC0001207;EC0001208;EC000725;EC000726;EC000842;EC0001409;EC000734;EC000937;EC0001343;EC0001345"
"Vitamin B6 metabolism","9","9","9","15.46","0.24439","0.46347","0.048522","100","1","1","1","1","P23","EC0001121;EC0001122;EC000489;EC000511;EC000296;EC000297;EC00010;EC000253;EC000254;EC000255;EC000256;EC000456;EC000457;EC000458;EC0001119;EC0001120;EC000565"
"Porphyrin metabolism","29","10","10","15.46","0.24439","0.46347","0.048522","0","0","1","1","1","P24","EC0001151;EC000443;EC000444;EC000445;EC000634;EC000635;EC000582;EC000583;EC000584;EC000586;EC000397;EC000399;EC00019;EC00020;EC000433;EC0001066;EC0001397"
"Nitrogen metabolism","6","3","3","4.8822","0.26704","0.66056","0.051392","100","1","1","1","1","P25","EC00019;EC00020;EC000195;EC00057;EC00058;EC00059"
"Butanoate metabolism","15","9","9","19.529","0.27286","0.4693","0.052161","100","1","1","1","1","P26","EC000636;EC000637;EC000638;EC000113;EC000114;EC000115;EC000116;EC000118;EC000322;EC000323;EC000324;EC000325;EC00019;EC00020;EC000249;EC00021;EC00030;EC00032;EC000771;EC000772;EC000773"
"Arachidonic acid metabolism","43","43","43","32.548","0.29774","0.44878","0.05559","0","0","1","1","1","P27","EC000920;EC000921;EC000922;EC000923;EC000228;EC000229;EC000230;EC000760;EC000761;EC000762;EC0001110;EC0001112;EC0001113;EC000576;EC000577;EC000578;EC000579;EC000763;EC000389;EC000390;EC000391;EC000392;EC000499;EC000500;EC000501;EC000503;EC000909;EC000910;EC0001225;EC0001226;EC0001107;EC0001108;EC0001104;EC0001105"
"Valine, leucine and isoleucine biosynthesis","8","8","8","18.715","0.30619","0.51037","0.056811","100","1","1","1","1","P28","EC000208;EC000209;EC000235;EC000236;EC000237;EC000141;EC000142;EC000143;EC000144;EC000158;EC000159;EC000160;EC000113;EC000114;EC000115;EC000116;EC000118;EC000202;EC000203;EC000204"
"Thiamine metabolism","5","3","3","4.0685","0.33291","0.74175","0.060877","100","1","1","1","1","P29","EC000100;EC000101;EC000102;EC000826;EC00064"
"Starch and sucrose metabolism","12","12","12","13.019","0.36107","0.60664","0.065517","0","0","1","1","1","P30","EC00090;EC00091;EC00092;EC00094;EC00023;EC00024;EC00022;EC00085;EC00086;EC00087;EC00088;EC00089;EC000341;EC000342"
"Retinol metabolism","16","16","16","13.019","0.36107","0.60664","0.065517","0","0","1","1","1","P31","EC000425;EC000426;EC000359;EC000360;EC000757;EC000535;EC000536;EC000537;EC0001254;EC0001255;EC000797;EC0001334;EC0001335;EC0001191"
"Steroid hormone biosynthesis","87","77","68","51.263","0.3933","0.51624","0.071329","0","0","1","1","1","P32","EC000207;EC000863;EC000864;EC000976;EC000977;EC000978;EC000979;EC000745;EC000990;EC000988;EC000459;EC000460;EC000903;EC000904;EC000452;EC000453;EC000656;EC000657;EC000758;EC000534;EC000531;EC000532;EC000991;EC000992;EC000993;EC000994;EC000995;EC000943;EC000424;EC000591;EC000592;EC000593;EC000944;EC000953;EC000952;EC000892;EC0001354;EC0001355;EC000996;EC0001352;EC0001353;EC000989;EC0001198;EC0001199;EC0001197;EC0001195;EC0001196;EC0001193;EC0001194;EC000998;EC000999;EC0001000"
"Alanine, aspartate and glutamate metabolism","28","27","26","55.332","0.39871","0.51687","0.07236","100","1","1","1","1","P33","EC000621;EC000622;EC000623;EC000624;EC00037;EC00039;EC000175;EC000176;EC000177;EC000836;EC000837;EC000838;EC000839;EC000884;EC00028;EC00029;EC000113;EC000114;EC000115;EC000116;EC000118;EC00019;EC00020;EC000322;EC000323;EC000324;EC000325;EC00057;EC00058;EC00059;EC000588;EC000589;EC000859;EC000861;EC0001216;EC0001217;EC0001218;EC0001383;EC000188;EC00027;EC000139;EC000140;EC00018;EC000402;EC000403;EC000404;EC00030;EC00032;EC00021;EC000195;EC000338;EC000339;EC000340;EC000827;EC0001380;EC0001381"
"Arginine and proline metabolism","35","33","32","55.332","0.39871","0.51687","0.07236","100","1","1","1","1","P34","EC00053;EC00054;EC000475;EC000289;EC000290;EC000291;EC00073;EC00074;EC000647;EC000151;EC000298;EC00011;EC000533;EC000462;EC000322;EC000323;EC000324;EC000325;EC000376;EC000377;EC000378;EC000615;EC000618;EC0001099;EC0001100;EC000739;EC000740;EC000741;EC000742;EC000397;EC000399;EC000169;EC000170;EC000171;EC000172;EC00019;EC00020;EC000834;EC0001102;EC0001103;EC000643;EC000644;EC000777;EC000780;EC000781;EC000201;EC000573;EC000574;EC000575;EC000813;EC000814;EC000815;EC000816;EC000859;EC000861;EC00018"
"Galactose metabolism","27","26","26","25.225","0.40646","0.58296","0.073867","0","0","1","1","1","P35","EC000724;EC00085;EC00086;EC00087;EC00088;EC00089;EC000438;EC000440;EC000441;EC00090;EC00091;EC00092;EC00094;EC00023;EC00024;EC000971;EC000972;EC000974;EC000968;EC000970;EC00022;EC000341;EC000342;EC000549;EC000550;EC000551"
"Glycine, serine and threonine metabolism","30","22","22","46.381","0.41267","0.54231","0.075102","100","1","1","1","1","P36","EC00060;EC00061;EC00062;EC00063;EC000473;EC000202;EC000203;EC000204;EC000475;EC000213;EC000214;EC000215;EC000322;EC000323;EC000324;EC000325;EC000774;EC000775;EC000776;EC000607;EC000608;EC000610;EC00028;EC00029;EC000161;EC000208;EC000209;EC000266;EC000194;EC000289;EC000290;EC000291;EC000831;EC000100;EC000101;EC000102;EC000113;EC000114;EC000115;EC000116;EC000118;EC000855;EC000856;EC000858;EC00018;EC000397;EC000399"
"Pyrimidine metabolism","39","37","34","66.724","0.43402","0.54118","0.07953","98","0.98","1","1","1","P37","EC0008;EC00057;EC00058;EC00059;EC000195;EC000639;EC000105;EC000106;EC00072;EC000287;EC000288;EC000393;EC000394;EC000395;EC000396;EC000175;EC000176;EC000177;EC00056;EC000123;EC000124;EC00044;EC00045;EC00046;EC00047;EC000427;EC000428;EC000429;EC000528;EC000242;EC000243;EC000244;EC000570;EC000571;EC000423;EC000700;EC000454;EC000353;EC000354;EC000224;EC000225;EC000226;EC000227;EC000199;EC000200;EC0001394;EC0001395;EC0001396;EC0001188;EC0001189;EC000402;EC000403;EC000404;EC000284;EC000285;EC000132;EC000107;EC000108;EC00028;EC00029;EC000523;EC000524;EC000322;EC000323;EC000324;EC000325;EC0001190"
"Pentose phosphate pathway","23","23","23","41.499","0.43403","0.57094","0.079532","100","1","1","1","1","P38","EC00085;EC00086;EC00087;EC00088;EC00089;EC000735;EC000523;EC000524;EC000127;EC000128;EC000129;EC000131;EC000137;EC000138;EC000119;EC000121;EC000122;EC000965;EC000966;EC000967;EC000341;EC000342;EC000330;EC000331;EC000332;EC000673;EC000674;EC000264;EC000265;EC000216;EC000218;EC000266;EC000751;EC000752;EC000753;EC000754;EC000755;EC000132;EC000278;EC000213;EC000214;EC000215"
"Sphingolipid metabolism","11","11","10","15.46","0.46659","0.68254","0.086876","0","0","1","1","1","P39","EC0001123;EC0001124;EC000564;EC000299;EC000300;EC000182;EC00060;EC00061;EC00062;EC00063;EC000732;EC0001212;EC000333;EC000334;EC000335;EC000337"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","4","3","3","6.5096","0.51122","0.80203","0.098268","100","1","1","1","1","P40","EC000182;EC000251;EC000252;EC000333;EC000334;EC000335;EC000337"
"Sulfur metabolism","8","5","4","6.5096","0.51122","0.80203","0.098268","0","0","1","1","1","P41","EC00048;EC000231;EC000232;EC000301;EC0001340;EC0001341;EC0001342"
"beta-Alanine metabolism","21","14","14","26.852","0.51612","0.67826","0.099624","100","1","1","1","1","P42","EC000206;EC00018;EC00028;EC00029;EC00037;EC00039;EC000175;EC000176;EC000177;EC000393;EC000394;EC000395;EC000396;EC000366;EC000367;EC000368;EC000573;EC000574;EC000575;EC000533;EC000958;EC000107;EC000108;EC000960;EC000152;EC000154;EC000298"
"Pantothenate and CoA biosynthesis","18","15","14","34.176","0.5491","0.69005","0.10934","96","0.96","1","1","1","P43","EC000646;EC000560;EC000561;EC000568;EC000569;EC000175;EC000176;EC000177;EC000393;EC000394;EC000395;EC000396;EC000202;EC000203;EC000204;EC00037;EC00039;EC0007;EC000848;EC000850;EC000851;EC000852;EC000853;EC000100;EC000101;EC000102;EC00028;EC00029;EC000107;EC000108;EC000158;EC000159;EC000160;EC0006"
"Glycerolipid metabolism","7","6","6","9.7645","0.56813","0.80092","0.11547","100","1","1","1","1","P44","EC00095;EC00096;EC000206;EC000266;EC000119;EC000121;EC000122;EC000213;EC000214;EC000215"
"Glycerophospholipid metabolism","13","9","9","25.225","0.58692","0.74183","0.12192","100","1","1","1","1","P45","EC000119;EC000121;EC000122;EC000294;EC000295;EC000476;EC000478;EC000664;EC000665;EC000333;EC000334;EC000335;EC000337;EC00095;EC00096;EC000519;EC000520;EC000521;EC000522;EC000469;EC000470;EC000471;EC000472;EC000670;EC000672"
"Biosynthesis of unsaturated fatty acids","36","22","21","28.48","0.61633","0.75752","0.13295","0","0","1","1","1","P46","EC000182;EC000449;EC000750;EC000770;EC000865;EC000251;EC000252;EC000705;EC000706;EC000707;EC000529;EC000530;EC000718;EC000719;EC000720;EC000721;EC000228;EC000229;EC000230;EC000832;EC000833;EC0001141;EC0001142;EC0001146;EC0001147;EC0001143;EC0001144;EC000949"
"Phosphonate and phosphinate metabolism","4","2","2","4.8822","0.6623","0.90413","0.15278","100","1","1","1","1","P47","EC0001148;EC0001149;EC0001150;EC0001060;EC0001062"
"Mannose type O-glycan biosynthesis","3","3","3","4.8822","0.6623","0.90413","0.15278","0","0","1","1","1","P48","EC000548;EC00056;EC000631;EC000632;EC000633"
"alpha-Linolenic acid metabolism","12","5","3","8.137","0.68653","0.88357","0.16475","0","0","1","1","1","P49","EC0001272;EC0001141;EC0001142;EC0001265;EC0001266;EC0001267;EC0001268;EC0001269"
"One carbon pool by folate","26","22","18","38.244","0.68679","0.79698","0.16488","0","0","1","1","1","P50","EC000381;EC000411;EC000412;EC000161;EC000410;EC000183;EC000184;EC0001;EC00065;EC00067;EC00011;EC00017;EC000202;EC000203;EC000204;EC000322;EC000323;EC000324;EC000325;EC00028;EC00029;EC000473;EC00060;EC00061;EC00062;EC00063;EC000774;EC000775;EC000776;EC000354;EC000219;EC000220;EC000221;EC000223;EC000100;EC000101;EC000102"
"Phenylalanine metabolism","8","8","8","18.715","0.70793","0.8484","0.17636","100","1","1","1","1","P51","EC000480;EC000481;EC000482;EC00078;EC00079;EC00080;EC000955;EC000956;EC000957;EC000189;EC000190;EC000877;EC000878;EC000879;EC000504;EC00081;EC00082;EC00083"
"Biotin metabolism","4","3","3","7.3233","0.74601","0.91777","0.19984","0","0","1","1","1","P52","EC000134;EC000136;EC0001090;EC0001092;EC0001093;EC00035;EC00036"
"Purine metabolism","70","62","57","93.576","0.75839","0.82059","0.20839","0","0","1","1","1","P53","EC00026;EC000362;EC000363;EC000364;EC000365;EC000127;EC000128;EC000129;EC000131;EC00057;EC00058;EC00059;EC000132;EC000827;EC000891;EC000906;EC000907;EC000908;EC000925;EC000926;EC000924;EC000919;EC0001;EC0006;EC00013;EC00015;EC000884;EC000148;EC000219;EC000220;EC000221;EC000223;EC000350;EC000351;EC000352;EC000463;EC000464;EC000465;EC000466;EC000467;EC000468;EC0001001;EC0001002;EC0001003;EC000733;EC000103;EC000104;EC000164;EC000165;EC000166;EC000512;EC000267;EC000268;EC000280;EC000281;EC000245;EC000246;EC000669;EC000901;EC00034;EC000369;EC000370;EC000590;EC00048;EC000231;EC000232;EC000896;EC000685;EC000686;EC000293;EC000168;EC0001214;EC000697;EC0001410;EC0001412;EC0001413;EC0001415;EC0001416;EC0001417;EC000356;EC000357;EC000150;EC000687;EC000782;EC0001125;EC0001126;EC0001418;EC0001419;EC0001420;EC0001421"
"Terpenoid backbone biosynthesis","14","7","6","13.833","0.76874","0.89985","0.21593","100","1","1","1","1","P54","EC000385;EC000386;EC000387;EC000648;EC000649;EC000640;EC000641;EC000328;EC000329;EC0001375;EC000844;EC000846;EC000847"
"Inositol phosphate metabolism","21","19","19","20.343","0.79256","0.89801","0.23482","100","1","1","1","1","P55","EC000676;EC000677;EC000688;EC000341;EC000342;EC00085;EC00086;EC00087;EC00088;EC00089;EC00023;EC00024;EC000691;EC000693;EC00018;EC000119;EC000121;EC000122;EC000212"
"Drug metabolism - other enzymes","28","17","15","26.852","0.81408","0.90159","0.25403","0","0","1","1","1","P56","EC0001320;EC0001319;EC0001324;EC0001325;EC0001326;EC0001203;EC0001205;EC0001206;EC0001402;EC0001403;EC0001405;EC0001327;EC000894;EC000895;EC0001408;EC0001178;EC0001179;EC0001180;EC0001318;EC0001316;EC0001322;EC0001407;EC000257;EC000258;EC000259"
"Ascorbate and aldarate metabolism","8","8","8","12.206","0.84407","0.94262","0.28502","100","1","1","1","1","P57","EC00023;EC00024;EC00022;EC000216;EC000218;EC000800;EC000192;EC000264;EC000265;EC000212;EC000552"
"Fatty acid degradation","35","13","8","12.206","0.84407","0.94262","0.28502","0","0","1","1","1","P58","EC000798;EC000182;EC000251;EC000252;EC000820;EC000821;EC000822;EC0007;EC000947;EC000948;EC000949"
"Fatty acid biosynthesis","9","7","7","14.647","0.87528","0.95237","0.32422","100","1","1","1","1","P59","EC000251;EC000252;EC000194;EC0001138;EC0001139;EC000801;EC000802;EC000715;EC000716;EC000717;EC0001135;EC0001136;EC000182"
"Nicotinate and nicotinamide metabolism","15","14","13","24.411","0.88212","0.94454","0.33405","100","1","1","1","1","P60","EC00037;EC00039;EC000567;EC000872;EC000873;EC0001080;EC000666;EC000667;EC0002;EC0003;EC000828;EC000178;EC000180;EC000181;EC000811;EC000812;EC0004;EC000257;EC000258;EC000259;EC0001082;EC0001084"
"Fatty acid elongation","28","9","6","8.137","0.88478","0.96908","0.33801","0","0","1","1","1","P61","EC000182;EC000949;EC000798;EC000948;EC000947;EC000251;EC000252"
"Selenocompound metabolism","16","5","4","4.8822","0.90498","0.98389","0.37107","100","1","1","1","1","P62","EC0001063;EC0001064;EC00028;EC00029"
"Metabolism of xenobiotics by cytochrome P450","68","41","39","50.45","0.95298","0.97486","0.48369","100","1","1","1","1","P63","EC0001240;EC0001224;EC0001221;EC0001227;EC0001250;EC0001251;EC0001128;EC0001131;EC0001230;EC0001232;EC0001368;EC0001369;EC0001152;EC0001153;EC0001358;EC0001177;EC000558;EC0001222;EC0001242;EC0001243;EC0001245;EC0001252;EC0001239;EC0001246;EC0001247;EC0001228;EC0001248;EC000823;EC000824;EC000825;EC000680;EC000681;EC000683;EC0001370;EC0001364;EC0001365;EC0001366;EC0001204;EC0001374;EC0001373;EC0001362;EC0001363;EC0001359;EC0001360;EC0001361"
"Tryptophan metabolism","41","35","30","68.351","0.97147","0.98402","0.5541","100","1","1","1","1","P64","EC00075;EC00076;EC00077;EC000723;EC000538;EC000539;EC0001035;EC0001036;EC0001037;EC0001038;EC0001040;EC000507;EC000508;EC000509;EC000805;EC000806;EC000807;EC000808;EC000304;EC000305;EC000885;EC000886;EC000887;EC000897;EC000898;EC000900;EC000493;EC000494;EC000310;EC000311;EC000312;EC0001053;EC000495;EC000496;EC000497;EC000498;EC0001051;EC0001052;EC000594;EC000595;EC000596;EC000598;EC000375;EC000321;EC0001044;EC0001045;EC0001046;EC0001047;EC0001056;EC0001057;EC0001059;EC000768;EC000111;EC000112;EC0001043;EC0001048;EC000680;EC000681;EC000683;EC0001133;EC0001134"
"Phenylalanine, tyrosine and tryptophan biosynthesis","4","4","3","11.392","0.98964","0.99789","0.67146","100","1","1","1","1","P65","EC000189;EC000190;EC00078;EC00079;EC00080;EC00081;EC00082;EC00083"
"Lipoic acid metabolism","17","9","8","13.833","0.9904","0.99776","0.67899","100","1","1","1","1","P66","EC0001262;EC0001264;EC00018;EC00064;EC00021;EC000964;EC000304;EC000305;EC0001422;EC000161"
"Caffeine metabolism","10","10","7","10.578","0.99379","0.99891","0.71905","100","1","1","1","1","P67","EC00024;EC0001273;EC0001167;EC0001168;EC0001169;EC0001274;EC0001275"
"Ubiquinone and other terpenoid-quinone biosynthesis","7","5","2","10.578","0.99894","0.99986","0.83688","100","1","1","1","1","P68","EC000185;EC000186;EC000187;EC00081;EC00082;EC00083"
"Tyrosine metabolism","42","42","33","77.302","0.99996","0.99998","0.93999","100","1","1","1","1","P69","EC000544;EC000545;EC000547;EC0001018;EC0001019;EC000296;EC000297;EC0001013;EC0001007;EC0001029;EC0001032;EC0001033;EC000874;EC000875;EC000876;EC000504;EC0001014;EC0001015;EC0001024;EC0001025;EC000343;EC000345;EC000346;EC000630;EC00081;EC00082;EC00083;EC000790;EC000619;EC000620;EC000877;EC000878;EC000879;EC000430;EC000431;EC000432;EC0001009;EC0001010;EC000185;EC000186;EC000187;EC0001021;EC000476;EC000478;EC000786;EC000787;EC000788;EC00018;EC000139;EC000140;EC000113;EC000114;EC000115;EC000116;EC000118;EC000554;EC000555;EC000737;EC000491;EC000492;EC0001351"
